Rk,Player,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Matches,-additional_-9999
1193,Cecilio Waterman,FW,pa Panama,35-095,1991,2,76.0,38.0,28.1,0.8,1,62.0,0,1,14.0,1,0.0,0.0,0.0,0.0,0.0,1.86,Matches,ddd5637f
1194,Joel Waterman,DF,ca Canada,30-174,1996,0,,,,,0,,0,0,,5,,,,,,,Matches,47ddcc22
1195,Ollie Watkins,FWMF,eng England,30-199,1995,1,7.0,7.0,1.1,0.1,0,,0,1,7.0,6,3.0,0.0,0.0,0.0,0.0,-0.83,Matches,aed3a70f
1196,Timothy Weah,MF,us United States,26-145,2000,2,76.0,38.0,16.9,0.8,1,57.0,0,1,19.0,3,1.5,3.0,3.0,0.0,0.0,-0.72,Matches,8eec784d
1197,Wout Weghorst,FW,nl Netherlands,33-344,1992,1,50.0,50.0,12.8,0.6,0,,0,1,50.0,3,1.0,1.0,1.0,0.0,0.0,-1.59,Matches,c4e87b8b
1198,Wéverton,GK,br Brazil,38-216,1987,0,,,,,0,,0,0,,5,,,,,,,Matches,81be82e9
1199,Cho Wi-je,DF,kr Korea Republic,24-326,2001,0,,,,,0,,0,0,,3,,,,,,,Matches,dcf21532
1200,Jacob Widell Zetterström,GK,se Sweden,28-006,1998,2,180.0,90.0,50.0,2.0,2,90.0,2,0,,2,0.5,1.0,4.0,-3.0,-1.5,-1.5,Matches,ac5120d8
1201,Silvan Widmer,DF,ch Switzerland,33-134,1993,5,175.0,35.0,29.2,1.9,1,85.0,0,4,23.0,1,2.0,2.0,3.0,-1.0,-0.51,-1.57,Matches,f68b64fc
1202,Mats Wieffer,DFMF,nl Netherlands,26-243,1999,0,,,,,0,,0,0,,4,,,,,,,Matches,4876c9ab
1203,Florian Wiegele,GK,at Austria,25-118,2001,0,,,,,0,,0,0,,4,,,,,,,Matches,67db5f7f
1204,Iñaki Williams,MFFW,gh Ghana,32-032,1994,2,126.0,63.0,35.0,1.4,2,63.0,0,0,,2,0.5,0.0,1.0,-1.0,-0.71,-0.71,Matches,6a99e0b1
1205,Nico Williams,MF,es Spain,24-005,2002,5,67.0,13.0,10.6,0.7,0,,0,5,13.0,2,2.6,1.0,0.0,1.0,1.34,-0.42,Matches,afdc14d7
1206,Ronwen Williams,GK,za South Africa,34-177,1992,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,2.0,4.0,-2.0,-0.5,,Matches,a66cc153
1207,Patrick Wimmer,FWMF,at Austria,25-048,2001,2,21.0,11.0,5.8,0.2,0,,0,2,11.0,2,1.5,1.0,1.0,0.0,0.0,0.8,Matches,cb11b429
1208,Florian Wirtz,MF,de Germany,23-075,2003,4,361.0,90.0,92.6,4.0,4,90.0,2,0,,0,1.75,11.0,4.0,7.0,1.75,4.85,Matches,e7fcf289
1209,Yoane Wissa,FW,cd Congo DR,29-317,1996,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,5.0,5.0,0.0,0.0,,Matches,2500cef9
1210,Axel Witsel,DFMF,be Belgium,37-186,1989,2,33.0,17.0,5.8,0.4,0,,0,2,17.0,4,1.5,1.0,1.0,0.0,0.0,-1.17,Matches,5dfc6ad5
1211,Nick Woltemade,FWMF,de Germany,24-153,2002,1,33.0,33.0,8.5,0.4,0,,0,1,33.0,3,1.0,0.0,0.0,0.0,0.0,-1.51,Matches,7ca196eb
1212,Chris Wood,FW,nz New Zealand,34-222,1991,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.33,4.0,10.0,-6.0,-2.0,,Matches,4e9a0555
1213,Michael Woud,GK,nz New Zealand,27-182,1999,0,,,,,0,,0,0,,3,,,,,,,Matches,c9551400
1214,Haji Wright,FWMF,us United States,28-112,1998,2,2.0,1.0,0.4,0.0,0,,0,2,1.0,3,1.5,0.0,1.0,-1.0,-45.0,-45.8,Matches,91cd37b7
1215,Granit Xhaka,MF,ch Switzerland,33-293,1992,6,600.0,100.0,100.0,6.7,6,100.0,6,0,,0,1.83,10.0,6.0,4.0,0.6,,Matches,e61b8aee
1216,Ayman Yahya,MF,sa Saudi Arabia,25-064,2001,0,,,,,0,,0,0,,3,,,,,,,Matches,650eaf9c
1217,Kevin Yakob,MF,iq Iraq,25-280,2000,1,24.0,24.0,8.9,0.3,0,,0,1,24.0,2,0.0,0.0,2.0,-2.0,-7.5,-4.21,Matches,18d3b8df
1218,Lamine Yamal,MFFW,es Spain,19-004,2007,7,494.0,71.0,78.4,5.5,6,79.0,3,1,20.0,0,2.71,11.0,1.0,10.0,1.82,0.5,Matches,82ec26c1
1219,César Yanis,MF,pa Panama,30-170,1996,0,,,,,0,,0,0,,3,,,,,,,Matches,d6cc3b04
1220,Yannick,MF,cv Cabo Verde,30-200,1995,2,32.0,16.0,8.2,0.4,0,,0,2,16.0,2,0.5,1.0,1.0,0.0,0.0,0.25,Matches,6246aa55
1221,Gessime Yassine,MF,ma Morocco,20-237,2005,3,80.0,27.0,14.0,0.9,0,,0,3,27.0,3,1.33,3.0,0.0,3.0,3.38,3.19,Matches,f5ccae19
1222,John Yeboah,MF,ec Ecuador,26-024,2000,4,311.0,78.0,86.4,3.5,4,78.0,0,0,,0,1.0,2.0,3.0,-1.0,-0.29,1.55,Matches,8dfdc6c3
1223,Tete Yengi,FW,au Australia,25-231,2000,2,24.0,12.0,6.2,0.3,0,,0,2,12.0,2,2.0,1.0,0.0,1.0,3.75,4.0,Matches,1c215c70
1224,Kenan Yıldız,MF,tr Türkiye,21-074,2005,3,218.0,73.0,80.7,2.4,2,87.0,1,1,45.0,0,1.0,2.0,4.0,-2.0,-0.83,-0.83,Matches,d8cda243
1225,Caleb Yirenkyi,MF,gh Ghana,20-183,2006,4,264.0,66.0,73.3,2.9,3,86.0,2,1,6.0,0,1.0,1.0,1.0,0.0,0.0,0.94,Matches,d40ce7b0
1226,Seol Young-woo,MF,kr Korea Republic,27-224,1998,3,250.0,83.0,92.6,2.8,3,83.0,2,0,,0,1.0,2.0,3.0,-1.0,-0.36,-0.36,Matches,8e577e1d
1227,Manaf Younis,DF,iq Iraq,29-243,1996,1,75.0,75.0,27.8,0.8,0,,0,1,75.0,2,0.0,0.0,4.0,-4.0,-4.8,-1.57,Matches,b798826e
1228,Aria Yousefi,MF,ir IR Iran,24-086,2002,1,45.0,45.0,16.7,0.5,1,45.0,0,0,,2,1.0,1.0,1.0,0.0,0.0,0.0,Matches,fd069512
1229,Ali Yousif,FW,iq Iraq,30-179,1996,1,33.0,33.0,12.2,0.4,0,,0,1,33.0,2,0.0,0.0,3.0,-3.0,-8.18,-5.14,Matches,943fd50a
1230,İsmail Yüksek,MF,tr Türkiye,27-172,1999,2,139.0,70.0,51.5,1.5,2,70.0,0,0,,1,0.0,0.0,3.0,-3.0,-1.94,-2.63,Matches,6c5af908
1231,Utkir Yusupov,GK,uz Uzbekistan,35-194,1991,1,90.0,90.0,33.3,1.0,1,90.0,1,0,,2,0.0,1.0,3.0,-2.0,-2.0,1.5,Matches,31caffaf
1232,Warren Zaïre-Emery,DFMF,fr France,20-131,2006,1,20.0,20.0,3.2,0.2,0,,0,1,20.0,6,3.0,0.0,0.0,0.0,0.0,-1.77,Matches,6b9960cf
1233,Denis Zakaria,DF,ch Switzerland,29-239,1996,4,357.0,89.0,59.5,4.0,4,89.0,1,0,,2,1.25,4.0,2.0,2.0,0.5,-0.24,Matches,384d58d9
1234,Salah Zakaria,GK,qa Qatar,27-084,1999,0,,,,,0,,0,0,,3,,,,,,,Matches,aed851da
1235,Rodrigo Zalazar,FWMF,uy Uruguay,26-339,1999,0,,,,,0,,0,0,,3,,,,,,,Matches,fc3697dd
1236,Jaroslav Zelený,MF,cz Czechia,33-331,1992,2,126.0,63.0,46.7,1.4,1,90.0,1,1,36.0,1,0.5,1.0,3.0,-2.0,-1.43,-0.18,Matches,bc647827
1237,Alejandro Zendejas,FWMF,us United States,28-160,1998,1,14.0,14.0,3.1,0.2,0,,0,1,14.0,4,0.0,0.0,1.0,-1.0,-6.43,-7.25,Matches,d717b80e
1238,Besfort Zeneli,MF,se Sweden,23-238,2002,2,60.0,30.0,16.7,0.7,0,,0,2,30.0,2,0.0,1.0,2.0,-1.0,-1.5,-0.9,Matches,6be253bf
1239,Ramiz Zerrouki,MF,dz Algeria,28-052,1998,3,111.0,37.0,30.8,1.2,2,51.0,0,1,9.0,1,1.0,0.0,3.0,-3.0,-2.43,-2.07,Matches,c762b1a6
1240,Luca Zidane,GK,dz Algeria,28-065,1998,3,270.0,90.0,75.0,3.0,3,90.0,3,0,,1,1.0,2.0,6.0,-4.0,-1.33,-1.33,Matches,c818c4d9
1241,Mostafa Ziko,FWMF,eg Egypt,29-081,1997,5,370.0,74.0,77.1,4.1,5,74.0,0,0,,0,1.2,7.0,5.0,2.0,0.49,1.3,Matches,68ff8437
1242,David Zima,DF,cz Czechia,25-251,2000,1,13.0,13.0,4.8,0.1,0,,0,1,13.0,2,1.0,0.0,1.0,-1.0,-6.92,-5.87,Matches,acf7e795
1243,Zizo,MF,eg Egypt,30-188,1996,4,56.0,14.0,11.7,0.6,0,,0,4,14.0,1,1.25,0.0,0.0,0.0,0.0,-0.21,Matches,c6415ba9
1244,Martin Zlomislić,GK,ba Bosnia–Herz,27-335,1998,0,,,,,0,,0,0,,4,,,,,,,Matches,7d7cb997
1245,Martín Zubimendi,MF,es Spain,27-165,1999,0,,,,,0,,0,0,,7,,,,,,,Matches,3ee0dd59
1246,Themba Zwane,FWMF,za South Africa,36-348,1989,1,23.0,23.0,6.4,0.3,0,,0,1,23.0,0,0.0,0.0,1.0,-1.0,-3.91,-3.65,Matches,c6f21aa8
1247,Martin Ødegaard,MF,no Norway,27-212,1998,5,470.0,94.0,82.5,5.2,5,94.0,4,0,,1,2.4,11.0,7.0,4.0,0.77,2.57,Matches,79300479
1248,Leo Østigård,DF,no Norway,26-231,1999,5,146.0,29.0,25.6,1.6,1,90.0,1,4,14.0,1,1.8,3.0,7.0,-4.0,-2.47,-3.74,Matches,b35a7399
